Date,Open,High,Low,Close,Adj Close
2023-06-16,15181.25,15324.0,15130.5,15316.6103515625,15316.6103515625
2023-06-20,15303.25,15322.5,15126.5,15256.5,15256.5
2023-06-21,15247.5,15273.25,15002.25,15044.0,15044.0
2023-06-22,15038.75,15238.0,14964.0,15214.75,15214.75
2023-06-23,15236.0,15236.0,14985.25,15058.25,15058.25
2023-06-26,15057.75,15152.5,14853.5,14856.5,14856.5
2023-06-27,14875.0,15139.25,14862.25,15111.5,15111.5
2023-06-28,15088.25,15219.0,15021.25,15130.0,15130.0
2023-06-29,15161.0,15202.75,15028.5,15100.25,15100.25
2023-06-30,15106.0,15376.75,15099.0,15337.0,15337.0
2023-07-03,15331.0,15392.0,15308.0,15364.75,15364.75
2023-07-05,15357.0,15432.0,15255.25,15360.75,15360.75
2023-07-06,15353.75,15366.0,15111.5,15238.0,15238.0
2023-07-07,15211.75,15359.75,15172.25,15181.75,15181.75
2023-07-10,15198.5,15218.25,15063.25,15187.0,15187.0
2023-07-11,15195.75,15278.75,15109.5,15260.0,15260.0
2023-07-12,15258.0,15507.75,15254.5,15444.75,15444.75
2023-07-13,15457.75,15741.25,15456.5,15711.5,15711.5
2023-07-14,15699.0,15857.25,15663.0,15694.25,15694.25
2023-07-17,15690.0,15882.75,15661.5,15840.75,15840.75
2023-07-18,15832.0,16029.75,15733.0,15974.75,15974.75
2023-07-19,15949.25,16062.75,15911.25,15959.25,15959.25
2023-07-20,15922.75,15925.75,15547.0,15592.25,15592.25
2023-07-21,15590.75,15719.25,15522.25,15540.0,15540.0
2023-07-24,15556.0,15618.75,15483.75,15561.25,15561.25
2023-07-25,15570.0,15736.25,15549.25,15673.0,15673.0
2023-07-26,15730.25,15739.25,15515.0,15610.75,15610.75
2023-07-27,15638.75,15904.0,15511.25,15571.0,15571.0
2023-07-28,15580.0,15896.0,15546.25,15847.5,15847.5
2023-07-31,15850.0,15917.0,15791.25,15857.5,15857.5
2023-08-01,15869.25,15889.25,15728.25,15817.25,15817.25
2023-08-02,15757.0,15789.75,15414.0,15473.0,15473.0
2023-08-03,15455.75,15551.75,15339.5,15438.75,15438.75
2023-08-04,15441.0,15610.25,15336.5,15354.0,15354.0
2023-08-07,15370.5,15495.5,15334.25,15485.5,15485.5
2023-08-08,15495.0,15497.75,15218.0,15354.25,15354.25
2023-08-09,15351.75,15432.5,15146.5,15178.25,15178.25
2023-08-10,15202.5,15442.25,15136.0,15201.25,15201.25
2023-08-11,15219.0,15266.75,15037.25,15095.75,15095.75
2023-08-14,15104.0,15282.0,15020.75,15270.25,15270.25
2023-08-15,15279.0,15335.0,15074.75,15106.5,15106.5
2023-08-16,15110.75,15166.0,14921.5,14942.25,14942.25
2023-08-17,14940.25,15018.25,14738.25,14778.0,14778.0
2023-08-18,14748.0,14802.75,14609.25,14744.0,14744.0
2023-08-21,14762.5,15013.75,14720.5,14985.75,14985.75
2023-08-22,14974.5,15118.25,14932.0,14958.5,14958.5
2023-08-23,14959.75,15356.75,14957.25,15195.5,15195.5
2023-08-24,15333.0,15418.0,14817.0,14862.0,14862.0
2023-08-25,14833.0,15048.75,14751.75,14979.25,14979.25
2023-08-28,14991.0,15126.5,14973.5,15092.5,15092.5
2023-08-29,15098.75,15430.5,15049.75,15415.75,15415.75
2023-08-30,15427.5,15522.75,15361.5,15501.25,15501.25
2023-08-31,15513.75,15606.75,15460.0,15538.5,15538.5
2023-09-01,15534.0,15661.25,15454.0,15516.25,15516.25
2023-09-05,15517.0,15586.75,15418.25,15534.5,15534.5
2023-09-06,15511.25,15533.0,15310.5,15399.5,15399.5
2023-09-07,15385.0,15395.75,15157.5,15282.25,15282.25
2023-09-08,15286.25,15390.75,15223.0,15297.5,15297.5
2023-09-11,15308.0,15497.5,15298.0,15475.75,15475.75
2023-09-12,15466.5,15480.75,15288.75,15304.75,15304.75
2023-09-13,15308.5,15424.25,15212.75,15356.25,15356.25
2023-09-14,15372.75,15517.75,15337.25,15478.0,15478.0
2023-09-15,15480.25,15524.0,15401.25,15435.2001953125,15435.2001953125
2023-09-18,15382.25,15461.0,15330.5,15414.5,15414.5
2023-09-19,15424.25,15442.25,15248.5,15375.25,15375.25
2023-09-20,15375.25,15436.25,15127.0,15152.0,15152.0
2023-09-21,15133.25,15149.0,14841.0,14862.75,14862.75
2023-09-22,14854.5,15027.5,14836.25,14869.5,14869.5
2023-09-25,14880.25,14955.75,14782.25,14935.25,14935.25
2023-09-26,14949.0,14949.0,14666.25,14715.0,14715.0
2023-09-27,14725.25,14821.5,14586.0,14739.0,14739.0
2023-09-28,14772.5,14947.5,14658.0,14859.75,14859.75
2023-09-29,14876.5,15060.75,14811.0,14866.5,14866.5
2023-10-02,14965.0,15046.0,14826.0,14984.75,14984.75
2023-10-03,14989.5,15031.0,14651.5,14714.5,14714.5
2023-10-04,14713.75,14956.0,14589.0,14923.75,14923.75
2023-10-05,14903.0,14958.75,14716.25,14861.75,14861.75
2023-10-06,14853.75,15160.25,14660.0,15112.0,15112.0
2023-10-09,15040.25,15212.75,14949.5,15187.0,15187.0
2023-10-10,15196.5,15383.5,15171.75,15270.75,15270.75
2023-10-11,15282.25,15416.75,15253.0,15380.0,15380.0
2023-10-12,15407.5,15468.75,15216.25,15315.0,15315.0
2023-10-13,15324.0,15366.75,15062.25,15120.25,15120.25
2023-10-16,15120.0,15336.75,15083.0,15289.5,15289.5
2023-10-17,15305.75,15309.25,15050.25,15240.75,15240.75
2023-10-18,15236.5,15238.25,14979.25,15025.25,15025.25
2023-10-19,15045.0,15138.25,14839.5,14890.0,14890.0
2023-10-20,14850.0,14887.5,14645.0,14664.0,14664.0
2023-10-23,14680.0,14853.75,14514.25,14712.0,14712.0
2023-10-24,14744.0,14948.75,14706.0,14846.5,14846.5
2023-10-25,14828.0,14855.0,14444.0,14478.25,14478.25
2023-10-26,14425.0,14459.0,14140.25,14194.0,14194.0
2023-10-27,14248.25,14407.75,14209.75,14265.25,14265.25
2023-10-30,14336.0,14476.5,14303.0,14416.5,14416.5
2023-10-31,14410.5,14503.75,14311.25,14490.25,14490.25
2023-11-01,14460.0,14762.0,14410.75,14744.5,14744.5
2023-11-02,14761.25,15017.25,14760.0,14998.0,14998.0
2023-11-03,14928.0,15228.5,14925.5,15178.75,15178.75
2023-11-06,15187.0,15257.5,15138.0,15232.5,15232.5
2023-11-07,15215.0,15412.25,15176.0,15374.25,15374.25
2023-11-08,15373.0,15417.5,15286.75,15386.5,15386.5
2023-11-09,15356.25,15453.75,15236.75,15256.0,15256.0
2023-11-10,15254.75,15612.75,15207.25,15596.25,15596.25
2023-11-13,15586.25,15601.25,15465.25,15547.0,15547.0
2023-11-14,15558.0,15918.75,15552.0,15879.75,15879.75
2023-11-15,15895.0,16049.5,15832.25,15889.25,15889.25
2023-11-16,15846.75,15906.75,15796.75,15897.5,15897.5
2023-11-17,15897.75,15940.0,15825.0,15895.75,15895.75
2023-11-20,15895.0,16116.75,15837.25,16086.5,16086.5
2023-11-21,16087.5,16122.5,15912.0,15990.25,15990.25
2023-11-22,15967.25,16173.5,15942.75,16049.25,16049.25
2023-11-23,16036.75,16086.5,16034.5,16062.5,16062.5
2023-11-24,16036.75,16086.5,15981.75,16021.0,16021.0
2023-11-27,16008.0,16089.25,15938.75,16008.75,16008.75
2023-11-28,16005.25,16071.5,15945.25,16048.0,16048.0
2023-11-29,16055.5,16208.5,16013.5,16023.75,16023.75
2023-11-30,16040.25,16098.5,15856.0,15985.5,15985.5
2023-12-01,15955.0,16050.0,15864.0,16023.75,16023.75
2023-12-04,16022.0,16026.0,15721.25,15869.0,15869.0
2023-12-05,15863.25,15961.0,15761.25,15908.75,15908.75
2023-12-06,15897.0,16037.75,15802.0,15815.25,15815.25
2023-12-07,15814.5,16066.0,15791.0,16038.75,16038.75
2023-12-08,16017.5,16118.75,15888.25,16098.25,16098.25
2023-12-11,16093.0,16248.0,16045.5,16237.0,16237.0
2023-12-12,16240.0,16389.5,16185.25,16362.75,16362.75
2023-12-13,16383.0,16593.0,16365.5,16563.75,16563.75
2023-12-14,16561.5,16674.5,16418.75,16541.5,16541.5
2023-12-15,16532.5,16612.5,16521.5,16530.23046875,16530.23046875
2023-12-18,16820.25,16974.0,16802.25,16939.75,16939.75
2023-12-19,16917.0,17029.5,16910.75,17023.0,17023.0
2023-12-20,17024.0,17073.5,16758.5,16766.25,16766.25
2023-12-21,16790.25,16970.25,16790.25,16956.5,16956.5
2023-12-22,16956.0,17041.5,16891.5,16980.0,16980.0
2023-12-26,16964.5,17111.25,16964.5,17083.5,17083.5
2023-12-27,17090.25,17133.0,17055.5,17113.25,17113.25
2023-12-28,17127.0,17165.25,17077.75,17090.5,17090.5
2023-12-29,17090.25,17131.0,16938.25,17023.5,17023.5
